"S.
No.",Description,Average Price,% Change,Cities,Value,Month
18,Pulse Moong (Washed) 1 Kg,302.54,5.58,Larkana,305.26,January 2024
18,Pulse Moong (Washed) 1 Kg,302.54,5.58,Pesha-war,280,January 2024
18,Pulse Moong (Washed) 1 Kg,302.54,5.58,Bannu,297.47,January 2024
18,Pulse Moong (Washed) 1 Kg,302.54,5.58,Quetta,346.1,January 2024
18,Pulse Moong (Washed) 1 Kg,302.54,5.58,Khuz-dar,326.63,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Islam-abad,571.01,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Rawal-pindi,552.61,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Gujran-wala,524.93,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Sialkot,521.25,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Lahore,535.21,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Faisal-abad,569.94,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Sar-godha,556.65,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Multan,549.94,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Baha-walpur,533.25,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Karachi,543.45,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Hyder-abad,529.28,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Sukkur,520,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Larkana,545.18,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Pesha-war,552.21,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Bannu,560,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Quetta,558.34,January 2024
19,Pulse Mash (Washed) 1 Kg,539.94,1.96,Khuz-dar,465.42,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Islam-abad,276.4,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Rawal-pindi,261.03,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Gujran-wala,240,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Sialkot,232.49,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Lahore,248.85,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Faisal-abad,244.78,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Sar-godha,238.3,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Multan,272.43,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Baha-walpur,248.13,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Karachi,257.58,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Hyder-abad,247.99,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Sukkur,260,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Larkana,243.94,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Pesha-war,296.62,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Bannu,257.46,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Quetta,289.93,January 2024
20,Pulse Gram 1 Kg,257.78,7.61,Khuz-dar,276.63,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Islam-abad,86.78,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Rawal-pindi,80.47,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Gujran-wala,59.72,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Sialkot,68.87,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Lahore,63.6,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Faisal-abad,50.12,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Sar-godha,51.87,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Multan,59.35,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Baha-walpur,58.2,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Karachi,59.23,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Hyder-abad,50.91,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Sukkur,46.42,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Larkana,41.97,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Pesha-war,76.26,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Bannu,53.13,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Quetta,58.52,January 2024
21,Potatoes 1 Kg,59.24,-28.84,Khuz-dar,59.72,January 2024
22,Onions 1 Kg,214.14,27.94,Islam-abad,242.16,January 2024
22,Onions 1 Kg,214.14,27.94,Rawal-pindi,235.23,January 2024
22,Onions 1 Kg,214.14,27.94,Gujran-wala,222.16,January 2024
22,Onions 1 Kg,214.14,27.94,Sialkot,235.75,January 2024
22,Onions 1 Kg,214.14,27.94,Lahore,234.63,January 2024
22,Onions 1 Kg,214.14,27.94,Faisal-abad,193.4,January 2024
22,Onions 1 Kg,214.14,27.94,Sar-godha,212.25,January 2024
22,Onions 1 Kg,214.14,27.94,Multan,210.89,January 2024
22,Onions 1 Kg,214.14,27.94,Baha-walpur,217.96,January 2024
22,Onions 1 Kg,214.14,27.94,Karachi,206.09,January 2024
22,Onions 1 Kg,214.14,27.94,Hyder-abad,187.92,January 2024
22,Onions 1 Kg,214.14,27.94,Sukkur,211.11,January 2024
22,Onions 1 Kg,214.14,27.94,Larkana,213.44,January 2024
22,Onions 1 Kg,214.14,27.94,Pesha-war,216.05,January 2024
22,Onions 1 Kg,214.14,27.94,Bannu,190.6,January 2024
22,Onions 1 Kg,214.14,27.94,Quetta,193.39,January 2024
22,Onions 1 Kg,214.14,27.94,Khuz-dar,228.05,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Islam-abad,179.3,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Rawal-pindi,160.73,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Gujran-wala,150.64,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Sialkot,149.83,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Lahore,152.06,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Faisal-abad,138.35,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Sar-godha,135.19,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Multan,140.9,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Baha-walpur,143.29,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Karachi,119.43,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Hyder-abad,112.57,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Sukkur,109.54,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Larkana,136.1,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Pesha-war,150.66,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Bannu,117.92,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Quetta,133.31,January 2024
23,Tomatoes 1 Kg,138.21,24.28,Khuz-dar,138.26,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Islam-abad,155.37,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Rawal-pindi,151.45,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Gujran-wala,146.23,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Sialkot,144.24,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Lahore,146.98,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Faisal-abad,145,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Sar-godha,142.48,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Multan,145.82,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Baha-walpur,143.73,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Karachi,141.66,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Hyder-abad,139.75,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Sukkur,137.36,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Larkana,139.15,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Pesha-war,148.07,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Bannu,142.48,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Quetta,161.44,January 2024
24,Sugar Refined 1 Kg,145.46,3.16,Khuz-dar,143.5,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Islam-abad,217.23,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Rawal-pindi,203.15,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Gujran-wala,184.8,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Sialkot,200,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Lahore,213.87,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Faisal-abad,200,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Sar-godha,224.87,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Multan,222.18,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Baha-walpur,199.5,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Karachi,222.4,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Hyder-abad,233.61,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Sukkur,182.39,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Larkana,196.76,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Pesha-war,204.38,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Bannu,186.43,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Quetta,242.68,January 2024
25,Gur (Average Quality) 1 Kg,207.62,2.21,Khuz-dar,206.46,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Islam-abad,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Rawal-pindi,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Gujran-wala,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Sialkot,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Lahore,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Faisal-abad,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Sar-godha,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Multan,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Baha-walpur,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Karachi,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Hyder-abad,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Sukkur,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Larkana,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Pesha-war,70,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Bannu,60,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Quetta,64.81,January 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,68.85,0.12,Khuz-dar,66.49,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Islam-abad,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Rawal-pindi,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Gujran-wala,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Sialkot,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Lahore,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Faisal-abad,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Sar-godha,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Multan,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Baha-walpur,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Karachi,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Hyder-abad,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Sukkur,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Larkana,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Pesha-war,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Bannu,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Quetta,400,January 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Khuz-dar,400,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Islam-abad,689.52,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Rawal-pindi,641.15,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Gujran-wala,573.21,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Sialkot,583.67,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Lahore,532.71,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Faisal-abad,600,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Sar-godha,579.83,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Multan,604.32,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Baha-walpur,613.05,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Karachi,543.22,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Hyder-abad,495.77,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Sukkur,578.64,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Larkana,555.71,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Pesha-war,653.14,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Bannu,612.13,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Quetta,586.17,January 2024
28,Garlic (Lehsun) 1 Kg,588.63,0.24,Khuz-dar,593.26,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Islam-abad,542.86,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Rawal-pindi,542.86,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Gujran-wala,542.86,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Sialkot,542.86,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Lahore,542.85,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Faisal-abad,677.21,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Sar-godha,606.23,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Multan,542.85,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Baha-walpur,542.86,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Karachi,573.89,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Hyder-abad,542.85,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Sukkur,542.86,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Larkana,677.21,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Pesha-war,542.85,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Bannu,542.85,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Quetta,542.85,January 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,563.59,-2.26,Khuz-dar,558.82,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Islam-abad,299.89,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Rawal-pindi,275.99,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Gujran-wala,375,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Sialkot,300,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Lahore,217.75,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Faisal-abad,300,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Sar-godha,250,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Multan,300,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Baha-walpur,273.17,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Karachi,317.63,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Hyder-abad,281.62,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Sukkur,200,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Larkana,240,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Pesha-war,200,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Bannu,250,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Quetta,344.98,January 2024
30,Cooked Beef at Average Hotel Per Plat e,275.05,0.35,Khuz-dar,319.68,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Islam-abad,206.46,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Rawal-pindi,198.25,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Gujran-wala,140,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Sialkot,120,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Lahore,133.18,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Faisal-abad,163.17,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Sar-godha,120,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Multan,122.07,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Baha-walpur,132.99,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Karachi,152.11,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Hyder-abad,163.46,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Sukkur,126.88,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Larkana,120,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Pesha-war,115.98,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Bannu,120,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Quetta,139.76,January 2024
31,Cooked Daal at Average Hotel Per Plat e,141.62,0.61,Khuz-dar,173.07,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Islam-abad,67.13,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Rawal-pindi,65.64,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Gujran-wala,60,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Sialkot,50,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Lahore,49.47,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Faisal-abad,63.16,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Sar-godha,56.46,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Multan,62.36,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Baha-walpur,50,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Karachi,69.35,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Hyder-abad,71.45,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Sukkur,60,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Larkana,60,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Pesha-war,40.13,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Bannu,50,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Quetta,70,January 2024
32,Tea Prepared Ordinary Per Cup,57.85,0.71,Khuz-dar,50,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Islam-abad,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Rawal-pindi,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Gujran-wala,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Sialkot,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Lahore,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Faisal-abad,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Sar-godha,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Multan,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Baha-walpur,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Karachi,232.99,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Hyder-abad,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Sukkur,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Larkana,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Pesha-war,230,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Bannu,220,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Quetta,224.94,January 2024
33,Cigarettes Capstan 20'S Packet Each,221.8,0,Khuz-dar,223.28,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Islam-abad,569.78,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Rawal-pindi,551.91,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Gujran-wala,571,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Sialkot,570,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Lahore,550.19,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Faisal-abad,482.74,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Sar-godha,650,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Multan,614,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Baha-walpur,606.59,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Karachi,626.78,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Hyder-abad,494.92,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Sukkur,500,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Larkana,516.14,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Pesha-war,642,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Bannu,700,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Quetta,648.72,January 2024
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",565.28,0.05,Khuz-dar,400,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Islam-abad,568.98,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Rawal-pindi,537.22,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Gujran-wala,400,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Sialkot,370,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Lahore,378.25,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Faisal-abad,748.89,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Sar-godha,586.59,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Multan,520.7,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Baha-walpur,586.59,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Karachi,402.76,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Hyder-abad,393.71,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Sukkur,229.58,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Larkana,313.19,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Pesha-war,444.32,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Bannu,450,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Quetta,229.85,January 2024
35,Shirting (Average Quality) 1 mtr,417.29,0.35,Khuz-dar,293.18,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Islam-abad,476.27,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Rawal-pindi,426.41,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Gujran-wala,550,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Sialkot,550,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Lahore,669.96,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Faisal-abad,566.19,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Sar-godha,650,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Multan,586,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Baha-walpur,556.59,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Karachi,554.37,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Hyder-abad,494.92,January 2024
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,556.46,0,Sukkur,550,January 2024
